Num,Label,Value,Active_Cnt,Phase,Min,Max,Init,Used,Status,Parm_StDev,Gradient,Pr_type
449,Fishery_ARDEV_y1989_a1,0.132174,395,5,-10,10,0,0,act,0.282697,-1.72E-06,dev
450,Fishery_ARDEV_y1989_a2,-0.606613,396,5,-10,10,0,0,act,0.315287,-2.12E-06,dev
451,Fishery_ARDEV_y1989_a3,-1.11336,397,5,-10,10,0,0,act,0.319407,-1.84E-06,dev
452,Fishery_ARDEV_y1989_a4,-0.753091,398,5,-10,10,0,0,act,0.367092,-1.01E-06,dev
453,Fishery_ARDEV_y1989_a5,-0.545439,399,5,-10,10,0,0,act,0.564968,-2.02E-07,dev
454,Fishery_ARDEV_y1989_a6,-0.659795,400,5,-10,10,0,0,act,0.573526,-1.28E-07,dev
455,Fishery_ARDEV_y1990_a1,1.01013,401,5,-10,10,0,0,act,0.293415,-1.07E-06,dev
456,Fishery_ARDEV_y1990_a2,-0.098859,402,5,-10,10,0,0,act,0.356987,-4.58E-07,dev
457,Fishery_ARDEV_y1990_a3,-0.422247,403,5,-10,10,0,0,act,0.367252,2.35E-07,dev
458,Fishery_ARDEV_y1990_a4,-0.474402,404,5,-10,10,0,0,act,0.359517,-6.47E-07,dev
459,Fishery_ARDEV_y1990_a5,-0.168275,405,5,-10,10,0,0,act,0.455096,-1.82E-07,dev
460,Fishery_ARDEV_y1990_a6,-0.145874,406,5,-10,10,0,0,act,0.744729,6.18E-08,dev
461,Fishery_ARDEV_y1991_a1,0.0297624,407,5,-10,10,0,0,act,0.288763,-4.17E-07,dev
462,Fishery_ARDEV_y1991_a2,-0.108496,408,5,-10,10,0,0,act,0.345564,-3.37E-07,dev
463,Fishery_ARDEV_y1991_a3,-0.886795,409,5,-10,10,0,0,act,0.395498,-5.87E-07,dev
464,Fishery_ARDEV_y1991_a4,-0.834035,410,5,-10,10,0,0,act,0.408238,-4.37E-07,dev
465,Fishery_ARDEV_y1991_a5,-1.04976,411,5,-10,10,0,0,act,0.410122,-6.33E-07,dev
466,Fishery_ARDEV_y1991_a6,-0.542856,412,5,-10,10,0,0,act,0.571674,-1.04E-07,dev
467,Fishery_ARDEV_y1992_a1,-0.697008,413,5,-10,10,0,0,act,0.282755,-1.94E-07,dev
468,Fishery_ARDEV_y1992_a2,-1.03687,414,5,-10,10,0,0,act,0.334931,-4.35E-07,dev
469,Fishery_ARDEV_y1992_a3,-1.34396,415,5,-10,10,0,0,act,0.451723,1.26E-07,dev
470,Fishery_ARDEV_y1992_a4,-1.454,416,5,-10,10,0,0,act,0.465864,-2.38E-07,dev
471,Fishery_ARDEV_y1992_a5,-1.30636,417,5,-10,10,0,0,act,0.482906,-3.59E-07,dev
472,Fishery_ARDEV_y1992_a6,-1.648,418,5,-10,10,0,0,act,0.456341,-3.69E-07,dev
473,Fishery_ARDEV_y1993_a1,-0.702075,419,5,-10,10,0,0,act,0.243559,-1.64E-06,dev
474,Fishery_ARDEV_y1993_a2,-0.88218,420,5,-10,10,0,0,act,0.328142,-1.59E-06,dev
475,Fishery_ARDEV_y1993_a3,-1.32007,421,5,-10,10,0,0,act,0.397654,-9.75E-07,dev
476,Fishery_ARDEV_y1993_a4,-1.04751,422,5,-10,10,0,0,act,0.501749,-4.66E-07,dev
477,Fishery_ARDEV_y1993_a5,-1.23557,423,5,-10,10,0,0,act,0.509144,-4.80E-07,dev
478,Fishery_ARDEV_y1993_a6,-0.876907,424,5,-10,10,0,0,act,0.529366,-1.75E-07,dev
479,Fishery_ARDEV_y1994_a1,-0.900202,425,5,-10,10,0,0,act,0.264516,9.16E-07,dev
480,Fishery_ARDEV_y1994_a2,-0.583974,426,5,-10,10,0,0,act,0.269235,1.81E-06,dev
481,Fishery_ARDEV_y1994_a3,-0.958176,427,5,-10,10,0,0,act,0.396618,5.04E-07,dev
482,Fishery_ARDEV_y1994_a4,-0.93434,428,5,-10,10,0,0,act,0.461776,1.13E-07,dev
483,Fishery_ARDEV_y1994_a5,-0.856691,429,5,-10,10,0,0,act,0.645226,8.70E-08,dev
484,Fishery_ARDEV_y1994_a6,-1.00422,430,5,-10,10,0,0,act,0.606671,1.94E-08,dev
485,Fishery_ARDEV_y1995_a1,-1.06572,431,5,-10,10,0,0,act,0.271686,-7.39E-07,dev
486,Fishery_ARDEV_y1995_a2,-1.09053,432,5,-10,10,0,0,act,0.273434,-2.30E-06,dev
487,Fishery_ARDEV_y1995_a3,-1.15467,433,5,-10,10,0,0,act,0.326439,-1.10E-06,dev
488,Fishery_ARDEV_y1995_a4,-1.2466,434,5,-10,10,0,0,act,0.478939,-2.80E-07,dev
489,Fishery_ARDEV_y1995_a5,-1.37114,435,5,-10,10,0,0,act,0.568081,-1.89E-07,dev
490,Fishery_ARDEV_y1995_a6,-0.982725,436,5,-10,10,0,0,act,0.761404,-1.51E-07,dev
491,Fishery_ARDEV_y1996_a1,0.078577,437,5,-10,10,0,0,act,0.244345,-1.20E-07,dev
492,Fishery_ARDEV_y1996_a2,-0.479279,438,5,-10,10,0,0,act,0.300096,1.77E-07,dev
493,Fishery_ARDEV_y1996_a3,-0.486547,439,5,-10,10,0,0,act,0.318925,4.49E-07,dev
494,Fishery_ARDEV_y1996_a4,-0.735661,440,5,-10,10,0,0,act,0.444282,-1.07E-07,dev
495,Fishery_ARDEV_y1996_a5,-0.476077,441,5,-10,10,0,0,act,0.62553,-4.54E-08,dev
496,Fishery_ARDEV_y1996_a6,-0.711937,442,5,-10,10,0,0,act,0.716214,6.95E-08,dev
497,Fishery_ARDEV_y1997_a1,-0.627212,443,5,-10,10,0,0,act,0.29208,9.49E-08,dev
498,Fishery_ARDEV_y1997_a2,0.294982,444,5,-10,10,0,0,act,0.283997,8.08E-07,dev
499,Fishery_ARDEV_y1997_a3,0.221241,445,5,-10,10,0,0,act,0.313785,7.82E-07,dev
500,Fishery_ARDEV_y1997_a4,0.21472,446,5,-10,10,0,0,act,0.357486,6.52E-07,dev
501,Fishery_ARDEV_y1997_a5,0.0352641,447,5,-10,10,0,0,act,0.475245,2.88E-07,dev
502,Fishery_ARDEV_y1997_a6,-0.0167591,448,5,-10,10,0,0,act,0.671641,3.55E-08,dev
503,Fishery_ARDEV_y1998_a1,0.884394,449,5,-10,10,0,0,act,0.308603,2.55E-07,dev
504,Fishery_ARDEV_y1998_a2,0.472945,450,5,-10,10,0,0,act,0.298165,5.35E-07,dev
505,Fishery_ARDEV_y1998_a3,0.354119,451,5,-10,10,0,0,act,0.341696,2.61E-07,dev
506,Fishery_ARDEV_y1998_a4,0.294284,452,5,-10,10,0,0,act,0.404059,1.02E-07,dev
507,Fishery_ARDEV_y1998_a5,0.348312,453,5,-10,10,0,0,act,0.470605,1.09E-08,dev
508,Fishery_ARDEV_y1998_a6,0.349953,454,5,-10,10,0,0,act,0.593081,1.46E-08,dev
509,Fishery_ARDEV_y1999_a1,-0.484909,455,5,-10,10,0,0,act,0.344018,4.74E-08,dev
510,Fishery_ARDEV_y1999_a2,0.199916,456,5,-10,10,0,0,act,0.292004,3.29E-07,dev
511,Fishery_ARDEV_y1999_a3,0.171317,457,5,-10,10,0,0,act,0.257156,9.44E-07,dev
512,Fishery_ARDEV_y1999_a4,-0.126384,458,5,-10,10,0,0,act,0.367333,2.06E-07,dev
513,Fishery_ARDEV_y1999_a5,-0.171008,459,5,-10,10,0,0,act,0.481099,1.55E-07,dev
514,Fishery_ARDEV_y1999_a6,-0.16378,460,5,-10,10,0,0,act,0.642662,1.37E-07,dev
515,Fishery_ARDEV_y2000_a1,-0.598302,461,5,-10,10,0,0,act,0.262903,-1.44E-07,dev
516,Fishery_ARDEV_y2000_a2,-0.0461003,462,5,-10,10,0,0,act,0.306675,-1.19E-07,dev
517,Fishery_ARDEV_y2000_a3,-0.21096,463,5,-10,10,0,0,act,0.333384,-3.45E-07,dev
518,Fishery_ARDEV_y2000_a4,-0.16235,464,5,-10,10,0,0,act,0.310934,-4.86E-07,dev
519,Fishery_ARDEV_y2000_a5,-0.24191,465,5,-10,10,0,0,act,0.432884,-3.93E-07,dev
520,Fishery_ARDEV_y2000_a6,-0.401176,466,5,-10,10,0,0,act,0.569839,-1.55E-07,dev
521,Fishery_ARDEV_y2001_a1,-0.147552,467,5,-10,10,0,0,act,0.288922,7.47E-08,dev
522,Fishery_ARDEV_y2001_a2,-0.492429,468,5,-10,10,0,0,act,0.262877,3.16E-08,dev
523,Fishery_ARDEV_y2001_a3,0.212834,469,5,-10,10,0,0,act,0.318954,1.80E-07,dev
524,Fishery_ARDEV_y2001_a4,0.0327874,470,5,-10,10,0,0,act,0.383301,2.61E-07,dev
525,Fishery_ARDEV_y2001_a5,-0.0202247,471,5,-10,10,0,0,act,0.3714,5.95E-08,dev
526,Fishery_ARDEV_y2001_a6,-0.204577,472,5,-10,10,0,0,act,0.548597,-9.43E-08,dev
527,Fishery_ARDEV_y2002_a1,-0.839923,473,5,-10,10,0,0,act,0.277726,1.48E-07,dev
528,Fishery_ARDEV_y2002_a2,-0.216026,474,5,-10,10,0,0,act,0.304853,2.68E-07,dev
529,Fishery_ARDEV_y2002_a3,-0.31832,475,5,-10,10,0,0,act,0.274091,1.05E-06,dev
530,Fishery_ARDEV_y2002_a4,0.0631575,476,5,-10,10,0,0,act,0.374933,2.84E-07,dev
531,Fishery_ARDEV_y2002_a5,-0.258526,477,5,-10,10,0,0,act,0.462069,2.54E-07,dev
532,Fishery_ARDEV_y2002_a6,-0.24362,478,5,-10,10,0,0,act,0.435874,1.65E-07,dev
533,Fishery_ARDEV_y2003_a1,-0.0143257,479,5,-10,10,0,0,act,0.322559,-1.54E-07,dev
534,Fishery_ARDEV_y2003_a2,-0.39023,480,5,-10,10,0,0,act,0.286382,2.43E-07,dev
535,Fishery_ARDEV_y2003_a3,-0.185667,481,5,-10,10,0,0,act,0.332477,6.97E-08,dev
536,Fishery_ARDEV_y2003_a4,-0.0737961,482,5,-10,10,0,0,act,0.308005,-3.35E-08,dev
537,Fishery_ARDEV_y2003_a5,0.349157,483,5,-10,10,0,0,act,0.426043,-7.36E-08,dev
538,Fishery_ARDEV_y2003_a6,-0.12949,484,5,-10,10,0,0,act,0.520557,-2.29E-08,dev
539,Fishery_ARDEV_y2004_a1,-0.849281,485,5,-10,10,0,0,act,0.400607,2.51E-08,dev
540,Fishery_ARDEV_y2004_a2,-0.65837,486,5,-10,10,0,0,act,0.330786,1.11E-07,dev
541,Fishery_ARDEV_y2004_a3,-0.602105,487,5,-10,10,0,0,act,0.264756,9.59E-07,dev
542,Fishery_ARDEV_y2004_a4,-0.230877,488,5,-10,10,0,0,act,0.324523,-5.42E-08,dev
543,Fishery_ARDEV_y2004_a5,-0.138247,489,5,-10,10,0,0,act,0.308575,6.05E-07,dev
544,Fishery_ARDEV_y2004_a6,0.0996218,490,5,-10,10,0,0,act,0.477179,2.17E-07,dev
545,Fishery_ARDEV_y2005_a1,-0.294348,491,5,-10,10,0,0,act,0.309728,1.20E-07,dev
546,Fishery_ARDEV_y2005_a2,-0.780041,492,5,-10,10,0,0,act,0.363077,-8.08E-08,dev
547,Fishery_ARDEV_y2005_a3,-0.942632,493,5,-10,10,0,0,act,0.332297,-3.76E-07,dev
548,Fishery_ARDEV_y2005_a4,-0.764123,494,5,-10,10,0,0,act,0.272074,-2.11E-06,dev
549,Fishery_ARDEV_y2005_a5,-0.367388,495,5,-10,10,0,0,act,0.351219,-3.74E-07,dev
550,Fishery_ARDEV_y2005_a6,-0.330182,496,5,-10,10,0,0,act,0.331096,-8.81E-07,dev
551,Fishery_ARDEV_y2006_a1,-0.956378,497,5,-10,10,0,0,act,0.374162,-2.71E-08,dev
552,Fishery_ARDEV_y2006_a2,-0.514895,498,5,-10,10,0,0,act,0.322874,9.49E-08,dev
553,Fishery_ARDEV_y2006_a3,-0.550928,499,5,-10,10,0,0,act,0.347111,1.09E-07,dev
554,Fishery_ARDEV_y2006_a4,-0.344856,500,5,-10,10,0,0,act,0.316381,1.46E-07,dev
555,Fishery_ARDEV_y2006_a5,-0.291024,501,5,-10,10,0,0,act,0.271965,3.67E-07,dev
556,Fishery_ARDEV_y2006_a6,-0.197536,502,5,-10,10,0,0,act,0.387917,1.16E-07,dev
557,Fishery_ARDEV_y2007_a1,-0.896439,503,5,-10,10,0,0,act,0.347141,9.94E-08,dev
558,Fishery_ARDEV_y2007_a2,-0.722317,504,5,-10,10,0,0,act,0.358586,1.80E-08,dev
559,Fishery_ARDEV_y2007_a3,-0.129349,505,5,-10,10,0,0,act,0.309374,2.86E-07,dev
560,Fishery_ARDEV_y2007_a4,-0.0548607,506,5,-10,10,0,0,act,0.348239,3.96E-07,dev
561,Fishery_ARDEV_y2007_a5,-0.0700908,507,5,-10,10,0,0,act,0.346076,2.37E-07,dev
562,Fishery_ARDEV_y2007_a6,-0.0378792,508,5,-10,10,0,0,act,0.280758,6.17E-07,dev
563,Fishery_ARDEV_y2008_a1,-0.920128,509,5,-10,10,0,0,act,0.320189,-1.36E-07,dev
564,Fishery_ARDEV_y2008_a2,-0.541393,510,5,-10,10,0,0,act,0.298416,-2.23E-07,dev
565,Fishery_ARDEV_y2008_a3,-0.812287,511,5,-10,10,0,0,act,0.346375,-6.83E-08,dev
566,Fishery_ARDEV_y2008_a4,-0.466919,512,5,-10,10,0,0,act,0.346416,-1.04E-08,dev
567,Fishery_ARDEV_y2008_a5,-0.311618,513,5,-10,10,0,0,act,0.400215,1.00E-07,dev
568,Fishery_ARDEV_y2008_a6,-0.565565,514,5,-10,10,0,0,act,0.407934,-9.19E-09,dev
569,Fishery_ARDEV_y2009_a1,-0.757669,515,5,-10,10,0,0,act,0.317148,5.49E-08,dev
570,Fishery_ARDEV_y2009_a2,-0.380872,516,5,-10,10,0,0,act,0.2929,1.79E-07,dev
571,Fishery_ARDEV_y2009_a3,-1.11376,517,5,-10,10,0,0,act,0.357105,2.44E-07,dev
572,Fishery_ARDEV_y2009_a4,-0.761154,518,5,-10,10,0,0,act,0.381209,1.23E-07,dev
573,Fishery_ARDEV_y2009_a5,-0.483625,519,5,-10,10,0,0,act,0.401038,1.07E-07,dev
574,Fishery_ARDEV_y2009_a6,-0.671228,520,5,-10,10,0,0,act,0.496655,1.33E-07,dev
575,Fishery_ARDEV_y2010_a1,-0.518776,521,5,-10,10,0,0,act,0.304553,2.16E-08,dev
576,Fishery_ARDEV_y2010_a2,-0.120476,522,5,-10,10,0,0,act,0.304727,-2.16E-07,dev
577,Fishery_ARDEV_y2010_a3,-0.278249,523,5,-10,10,0,0,act,0.319068,2.00E-07,dev
578,Fishery_ARDEV_y2010_a4,-0.592919,524,5,-10,10,0,0,act,0.37063,5.61E-08,dev
579,Fishery_ARDEV_y2010_a5,-0.453755,525,5,-10,10,0,0,act,0.423633,1.52E-07,dev
580,Fishery_ARDEV_y2010_a6,-0.378598,526,5,-10,10,0,0,act,0.459818,5.80E-08,dev
581,Fishery_ARDEV_y2011_a1,-1.11265,527,5,-10,10,0,0,act,0.39713,-1.85E-07,dev
582,Fishery_ARDEV_y2011_a2,-0.280796,528,5,-10,10,0,0,act,0.348468,-1.19E-07,dev
583,Fishery_ARDEV_y2011_a3,-0.164848,529,5,-10,10,0,0,act,0.36607,-5.89E-09,dev
584,Fishery_ARDEV_y2011_a4,-0.102524,530,5,-10,10,0,0,act,0.385376,-2.52E-07,dev
585,Fishery_ARDEV_y2011_a5,-0.307529,531,5,-10,10,0,0,act,0.428812,-8.08E-08,dev
586,Fishery_ARDEV_y2011_a6,-0.457705,532,5,-10,10,0,0,act,0.500759,3.62E-08,dev
